HOTEL_ID,HOTEL_NAME,CITY,LATTITUDE,LONGITUDE
868294,The Quiet By the River,Thattekkadu,10.168592,76.611868
738654,Hornbill Camp Thattekad,Thattekkadu,10.108865,76.706167
740755,Hotel Lake View,Saputara,20.577811,73.748002
1353888,Ramathra Fort,Karauli,26.273555,76.760252
201184,Aakar Lords Inn,Saputara,20.574971,73.748436
729404,Hotel Sejal Inn,Saputara,20.580704,73.747272
736172,Uday Hill Resort,Saputara,20.525985,73.751808
385653,Shanthidhama,Gangavati,15.351818,76.476682
732208,Hotel Mamleshwar (HPTDC),Chindi,31.370281,77.175131
40682,Hotel Sita Jhansi,Jhansi,25.445067,78.569321
1362282,Hotel Lalith Mahal,Gangavati,,
331830,Hotel Tulsi Jhansi,Jhansi,25.4521658,78.5543061
708097,Hotel Chanda,Jhansi,25.45499,78.571555
708096,Hotel Shrinath Palace,Jhansi,25.447566,78.563409
708098,Hotel Prakash Regency,Jhansi,25.449865,78.570662
708880,Hotel Samrat Jhansi,Jhansi,25.451708,78.554877
708974,Hotel Raj Palace,Jhansi,25.440477,78.576911
708843,Hotel Bundelkhand Pride,Jhansi,25.452861,78.569184
708117,Hotel Ambrosia,Jhansi,25.455883,78.549968
708969,Hotel Anand,Jhansi,25.448615,78.566791
708775,Hotel Yatrik,Jhansi,25.446678,78.56971
709145,Hotel Om Residency,Jhansi,25.450797,78.570015
742632,Hotel Sea Bird International,Diamond Harbour,22.3015793126,88.1365460157
708772,Hotel Sheela Shree Plaza,Jhansi,25.4573121,78.6140817
738206,Ritz Riveria,Diamond Harbour,22.2884868254,88.1070856377
738204,Hotel Girish,Diamond Harbour,22.1770261046,88.1990446709
1358466,Hotel Ambience,Jhansi,25.4488148,78.5774452
1342766,OYO Rooms Near Station Road Jhansi,Jhansi,25.44758,78.563462
730170,Hotel Vikas,Jhansi,25.444269,78.578243
707501,Soulitude in the Himalayas,Ramgarh,29.4163975,79.5454118
1361760,Highway Hotel,Jhansi,25.4546196,78.5424238
1361848,Hotel Singh Regency,Jhansi,25.4552829,5519125
730154,Hotel East Palace,Diamond Harbour,22.45344,88.302482
711941,Neemrana The Ramgarh Bungalows,Ramgarh,29.438208,79.550923
723878,Aamari Resorts Ramgarh,Ramgarh,29.416115,79.538959
42640,WelcomHeritage Taradale Cottage,Ramgarh,29.443931,79.554625
390027,Coco Lagoon by Great Mount Resort,Pollachi,10.6305128,76.9214514
708660,Sakthi River Resorts,Pollachi,10.63304,76.928053
719510,Seclude Ramgarh,Ramgarh,29.4458689,79.5565214
717828,Ambrra River Resort,Pollachi,10.636596,76.919647
739866,Vikram Towers,Pollachi,10.5410867066,76.9833295047
386166,Mark Meadows,Shantiniketan,23.666073,87.668535
715690,Park Guest House,Shantiniketan,23.6851997511,87.6779953766
712644,Rangamati Garden Resort,Shantiniketan,23.698744,87.695081
722329,Green Chilli,Shantiniketan,23.66967,87.689176
713309,Hotel Basundhara,Shantiniketan,23.6705908,87.6772446
716137,Hotel Utsav,Shantiniketan,23.6668765,87.6764897
736960,Lodge Lipika,Shantiniketan,23.6655606151,87.6824490353
717237,Raktokorobi Karu Gram,Shantiniketan,23.6676591114,87.6331854891
1347652,OYO Homes Gopal Nagar Shantiniketan,Shantiniketan,23.6396413,87.6282394
731969,7th Heaven Rented Villas,Kothamangalam,10.1039428037,76.6998180002
1360232,The Regency Hotel - Yanam,Yanam,16.733177,82.201853
720180,Regenta Camellia Hotel & Resort,Shantiniketan,23.6942776478,87.6925631426
1360528,Panthashala,Shantiniketan,23.639652,87.615205
1324792,Peninsular Woods,Kothamangalam,10.136357,76.662293
1350370,Hotel Mansarovar Balotra,Balotra,25.831183,72.238508
739764,Srishty Garden Resorts,Courtrallam,,
716921,"Arpita Beach Resort, Chandipur",Chandipur,21.449619,87.035059
41075,Cloud 9,Kothamangalam,10.068172,76.615423
381651,Saaral Resort,Courtrallam,8.935632,77.269699
717945,King's Palace,Courtrallam,8.968983,77.302489
713573,The Kuttalam Heritage,Courtrallam,8.933977,77.278044
739846,JiJi's Castle,Courtrallam,8.9249761824,77.2865518928
719495,BKR Resorts,Courtrallam,,
320195,Holiday Regency Hotel,Moradabad,28.8363732852,78.7625226976
736410,Hotel Grand Sai,Moradabad,28.8332565893,78.7714918703
709272,Clarks Inn Moradabad,Moradabad,28.834067,78.820103
735980,Hotel Mansarovar Paradise,Moradabad,28.836272,78.752215
740200,Hotel Taj Inn,Moradabad,28.844068,78.758573
1357930,Hotel Rajan,Moradabad,28.8327908,78.7635006
740216,Amara Boutique Hotel,Moradabad,28.845835,78.767617
721461,Hotel Ravongla Star,Ravangla,27.3046412928,88.3652338386
711004,Hotel Melody,Ravangla,27.306627,88.363825
719489,Hotel Meanamla,Ravangla,27.279782,88.316505
1342798,Hotel Pratiksha,Moradabad,28.8366,78.769647
724525,The Barfung Retreat,Ravangla,27.292039,88.346514
724558,Blue Spring Residency,Ravangla,,
724581,Hotel Rabtenling,Ravangla,27.3055363074,88.3650001138
298082,Fort Pokaran,Pokaran,26.9202715,71.9154096
377578,Hotel Pams,Mayiladuthurai,11.102579,79.6495527
724152,Hotel Zumthang,Ravangla,27.301559,88.363571
717523,Million Day Hotel,Mayiladuthurai,11.099523,79.652598
1360502,The Gir Harmony Hotel,Talala Gir,21.050753,70.528183
1325364,Hotel Pams Residency,Mayiladuthurai,11.100351618,79.6509808302
743078,Golven Beach Resort,Vengurla,15.850676,73.62828
1356778,Hotel Golden Tower,Mayiladuthurai,13.080903,80.26744
159318,The Taj Gateway Hotel KM Road,Chikmaglur,13.33653,75.817428
211640,Devigiri Homestay,Chikmaglur,13.394078,75.780587
335260,Hotel Rajmahal,Chikmaglur,13.321079,75.771959
353234,Plantation Trails by Tata Coffee Chikmaglur,Chikmaglur,13.378746,
327901,The Serai,Chikmaglur,13.317109,75.77061
377772,Malnad Paradise,Chikmaglur,13.3225095,75.7718951
377606,SK Regency,Chikmaglur,13.32644,75.772152
355321,The Planters Court,Chikmaglur,13.308662,75.769171
378301,Nature Craft Homestay,Chikmaglur,13.323577,75.70455
389028,Silverwoods Service Apartments,Chikmaglur,13.320957,75.772257
378342,Guddadamane Homestay,Chikmaglur,13.235959,75.624588
379079,Woodway Estate - Homestay,Chikmaglur,13.343198,75.674453
708262,The Spectrum Homestay,Chikmaglur,13.3864391,75.7675454
739586,Pakshikoota Homestay,Chikmaglur,13.3916359205,75.7713659853
724823,Hotel OLV Palace,Chikmaglur,13.539342,75.36932
715370,The Grand Krishna,Chikmaglur,13.3275141478,75.7734172046
739566,Thanmaya Homestay,Chikmaglur,13.3715047,75.745144
740094,Giri Inn,Chikmaglur,13.3200508,75.7723081
1343814,Crystal Inn,Chikmaglur,13.332088,75.77429
739588,Mountain Valley,Chikmaglur,13.3533449706,75.7641729712
778240,Coffee Terrain Homestay,Chikmaglur,13.354204,75.623538
1361166,Annapoorna Castle,Chikmaglur,13.548578,76.018684
1359140,The Orchid Chikmagalur,Chikmaglur,13.31701,75.772009
1362106,Hotel Paul's Manor,Baijnath,32.0355245,76.7116582
1360204,Trivik Chikmagalur,Chikmaglur,13.392421,75.694818
1337540,Sri Venkatesha Residency,Chikmaglur,,
1361540,Suraksha Homestay,Chikmaglur,13.369442,75.662027
710101,Sagar Belay Guest House,Bakkhali,21.572624,88.251677
707809,Hotel Dolphin,Bakkhali,21.566061,88.258728
740100,Lumbini Grand Hotel,Gulbarga,17.329674,76.833368
740014,Hotel Amarabati,Bakkhali,21.564001,88.264642
384394,Hotel Central Park,Gulbarga,17.322933,76.831845
713283,Hotel Sobti Continental Rudrapur,Rudrapur,28.976778,79.376668
384314,Hotel Heritage Inn,Gulbarga,11.010446,76.966864
740098,Hotel Mathura Inn,Gulbarga,17.3196638812,76.8284611031
955670,Hotel City Park,Gulbarga,17.318904,76.826921
744384,Golden Regency,Gulbarga,17.323223,76.831548
713286,Hotel Good Times Rudrapur,Rudrapur,28.969363,79.380423
716763,Hotel Silver Point,Rudrapur,28.9780954304,79.3931119144
713300,Hotel Punjab Majesty Rudrapur,Rudrapur,28.985394,79.400507
716868,Agrawals Resort,Rudrapur,28.9719758126,79.3868033588
717548,Hotel Krishna Rudrapur,Rudrapur,28.9783582279,79.3949143589
718079,Hotel Rama,Rudrapur,28.986062,79.404668
716705,Hotel Le Castle,Rudrapur,28.96514,79.405733
716777,Hotel Crown Plaza,Rudrapur,28.994553,79.398695
718081,Hotel Saarthi,Rudrapur,28.977433,79.398319
716685,Ark Hotel Rudrapur,Rudrapur,28.9590045,79.3805766
718101,Hotel Rudra Continental,Rudrapur,28.975401,79.389567
718083,Hotel Center Point,Rudrapur,28.990081,79.422622
718190,Hotel Desire,Rudrapur,28.977512,79.393408
719584,Hotel Amber,Rudrapur,28.9788163623,79.3963607401
867526,Hotel Corbett Inn,Rudrapur,28.979553,79.397727
377708,Arpanaa Hotel,Tiruvannamalai,12.247787,79.071827
722127,Anand Awe Spring Hotel,Rudrapur,28.97501,79.382941
867552,Hotel Crown Tower,Rudrapur,28.98631,79.400908
995508,Hotel City Heart,Rudrapur,28.979467,79.396144
377709,Aakaash Hotel,Tiruvannamalai,12.240404,79.072665
171188,Sparsa Resort,Tiruvannamalai,12.237135,79.029017
718427,Hotel Ashreya,Tiruvannamalai,12.227921,79.038209
718047,Sunshine Guest House,Tiruvannamalai,12.2200618,79.0411377
716418,Aakash Inn,Tiruvannamalai,12.223092,79.055895
718657,Ramana Towers,Tiruvannamalai,12.219873,79.056742
740601,Chola Hotels & Resorts,Tiruvannamalai,12.235838,79.026364
719035,Lakshmi Residency Inn,Tiruvannamalai,12.22269,79.059127
737644,Ammayi Hotel Resorts,Tiruvannamalai,12.235537,79.089864
742178,Arunai Anantha Resort,Tiruvannamalai,12.226697,79.038723
718420,Hotel Arunachala,Tiruvannamalai,12.232812,79.068165
743602,Hotel Tamilnadu - Tiruvannamalai,Tiruvannamalai,12.246385,79.072916
743810,Pandurangan Hotel,Tiruvannamalai,12.228691,79.07603
743100,Hotel Nala Residency,Tiruvannamalai,12.234033,79.073799
743582,Trishul Hotel,Tiruvannamalai,12.2325579,79.072195
744288,Shiva Residency,Tiruvannamalai,12.257446,79.067608
744204,Sri Sarvesha JS Palace,Tiruvannamalai,12.233026,79.067734
744258,Ramana Residency,Tiruvannamalai,12.233654,79.072865
778354,Hotel Himalayaa,Tiruvannamalai,12.252477,79.06947
744214,RR Residency,Tiruvannamalai,12.2406,79.072691
1327852,Sree Shai International,Tiruvannamalai,12.239524,79.076158
743694,Hotel Ramakrishna,Tiruvannamalai,12.243722,79.072857
1361316,Holy Fun Guest House,Tiruvannamalai,12.220399,79.051163
1353720,Hotel Vijay Park,Tiruvannamalai,12.244901,79.072981
320619,Malwa Retreat-MPTDC,Mandu,22.355856,75.396914
320617,Malwa Resort-MPTDC,Mandu,22.332422,75.398904
1362284,Sai Murugan Lodge,Tiruvannamalai,12.223069,79.074966
709827,Hotel Royal Palace Mandu,Mandu,22.350393,75.433327
306822,Gee Kay Millenniaa Ranipet,Vellore,12.94721,79.320369
297440,Hotel Palm Tree,Vellore,12.913947,79.133859
722028,Hotel SMS Grand Inn,Vellore,12.935115,79.151923
722362,Poppys Anukula Residency,Vellore,12.933374,79.135133
718019,Hotel Mount Paradise,Vellore,12.935295,79.148764
353501,Regency Sameera Vellore by GRT Hotels,Vellore,12.9317404,79.138492
742566,Hotel Aavanaa Inn,Vellore,12.9244458,79.1381401
726193,Hotel Siva AVM Grande,Vellore,12.933904,79.138844
382028,Sri Annamalaiyar Residency,Vellore,12.932626,79.137346
716638,Baby Residency,Vellore,12.904261,79.132123
744842,KMR Residency (Kumaran Millinniium),Vellore,12.95328,79.13686
742620,Darling Residency,Vellore,12.9077893,79.1320294
742860,Sri Srinivasar Residency,Vellore,12.924655,79.129061
742572,Hotel River View,Vellore,12.9311473,79.1372814
744856,Hotel GVD Inn,Vellore,12.93681,79.161281
1337752,Rangalaya Royal,Vellore,12.954809,79.140819
1356808,KVS Residency & Hotel,Vellore,12.970827,79.220282
1357908,Hotel Khanna Fiesta,Vellore,12.905049,79.132043
307300,City Heart Sarovar Portico,Ludhiana,30.917794,75.848272
42590,Regenta Central Klassik,Ludhiana,30.889337,75.852815
307200,Hotel Samrat,Ludhiana,30.919496,75.842753
354144,Hotel Onn,Ludhiana,30.9009556,75.8217624
41738,Hotel Chevron International,Ludhiana,30.889729,75.860786
307640,Keys Hotel,Ludhiana,30.873489,75.806264
297919,Hotel Maharaja Regency,Ludhiana,30.899447,75.825772
315979,A Hotel Ludhiana,Ludhiana,30.902277,75.834069
354922,Hotel Nanda,Ludhiana,30.9180263,75.8480735
379167,Hotel Hallmark Regency,Ludhiana,30.9175321,75.8483137
40883,Park Plaza Ludhiana,Ludhiana,30.901259,75.831244
321097,Hotel Nirvana,Ludhiana,30.917349,75.77958
379239,Hotel Great Wall,Ludhiana,30.914024,75.849156
383874,Hotel Abhishek,Ludhiana,30.91135,75.851972
379168,Hotel Gulmor,Ludhiana,30.905198,75.843724
383875,Hotel Friends Regency,Ludhiana,30.9012893891,75.8353743554
383893,Hotel Avtar,Ludhiana,30.909872,75.857108
383895,Hotel Nagpal Regency,Ludhiana,30.901774,75.829586
383876,Hotel Sartaj,Ludhiana,30.917834,75.848206
383894,Hotel Maharaja,Ludhiana,30.917758,75.846959
383877,Hotel Pukhraj,Ludhiana,30.911317,75.8542
388073,Radisson Blu Hotel MBD,Ludhiana,30.882827,75.781397
716480,Hyatt Regency Ludhiana,Ludhiana,30.88545,75.787616
713341,Hotel Imperial Executive,Ludhiana,30.89901,75.830233
724757,Hotel Indian Summer,Ludhiana,30.896705,75.874812
709888,Hotel Vikrant,Ludhiana,30.918136,75.847804
725116,Celebrations Guest House,Ludhiana,30.8757524332,75.8449937962
717444,Hotel Atithi,Ludhiana,30.915466,75.849169
725497,Hotel Kohinoor,Ludhiana,30.866311,75.806597
741954,Hotel Lamellz,Ludhiana,30.872441,75.911011
955084,OYO Premium Pakhowal Road,Ludhiana,30.9014132,75.819607
869454,Hotel RK Grande,Ludhiana,30.911161,75.85046
726751,Hotel Parth,Ludhiana,30.879424,75.823227
870864,OYO Rooms SBS Nagar Pakhowal Road,Ludhiana,30.8673561,75.8083357
742006,Hotel City Lite,Ludhiana,30.910289,75.856811
957238,OYO Rooms New DMC,Ludhiana,30.9159309,75.8237209
957186,OYO Rooms D Block Model Town Extension,Ludhiana,30.879969,75.849959
955348,OYO Rooms Ludhiana Railway Station Clock Tower,Ludhiana,30.918015,75.847966
1325198,OYO Premium Industrial Area Cheema Chowk,Ludhiana,30.896699,75.874819
957148,OYO Rooms Ludhiana Railway Station,Ludhiana,30.913591,75.849558
1326308,OYO Premium Opposite Ansal Plaza Mall,Ludhiana,30.90103506,75.82178526
957242,OYO Rooms Chaura Bazaar Sanglan Shivala,Ludhiana,30.9144861,75.8580449
1098132,OYO Premium Focal Point GT Road,Ludhiana,30.8724412,75.9110106
957256,OYO Premium Bhai Bala Chowk Ferozepur Road,Ludhiana,30.9017732,75.8295842
1330962,OYO Rooms Focal Point Industrial area,Ludhiana,30.879779,75.898458
1327634,OYO Rooms BRS Nagar Ferozepur Road,Ludhiana,30.8927794,75.806993
1332046,OYO Rooms The Mall Road Ludhiana,Ludhiana,30.9128099,75.8401747
1331024,OYO Premium Aarti Chowk Ferozepur Road,Ludhiana,30.8993917,75.8257647
1331248,OYO Premium Mini Secretariat Ferozepur Road,Ludhiana,30.9029356,75.8347452
1337310,OYO Rooms Opp Ludhiana Bus Stand,Ludhiana,30.8965776,75.8437668
1332058,OYO Rooms Near Ludhiana Railway Station,Ludhiana,30.91370124,75.8495626
1345398,OYO Rooms Sahnewal GT Road,Ludhiana,30.8210322,75.9945965
388889,Thar Oasis Resort & Camp,Dechu,26.830915,72.315561
1345630,OYO Rooms Preet Palace Near Bus Stand,Ludhiana,30.889904,75.848576
1345400,OYO Elite Hambran Road,Ludhiana,30.917425,75.779546
1345402,OYO Premium Ludhiana Railway Station,Ludhiana,30.9137695,75.8490436
725999,The Desert Haveli Resort & Camp,Dechu,26.54583,72.371998
307420,Tuli Tiger Corridor,Pench,21.729979,79.35785
316900,Samsara Resort & Desert Camp,Dechu,26.70276,72.318653
1327510,Kings Cliff Hotel,Sri Muktsar Sahib,30.478836,74.531603
171432,Mowglis Den Resort Pench,Pench,21.732596,79.359105
41288,Pench Jungle Camp,Pench,21.729496,79.350191
710353,Village Machaan Resorts ( A division of V- Village Resorts Pvt Ltd),Pench,21.723895,79.353013
201212,Tiger N Woods Pench,Pench,21.737178,79.351525
710867,The Riverwood Forest Retreats,Pench,21.729813,79.415987
709720,Taj Safari Baghvan,Pench,21.73421,79.343871
1351046,Olive Resort & Villas,Pench,22.016805,79.829642
320535,Kiplings Court-MPTDC,Pench,,
1342020,Murud Beach Home,Murud,18.33693,72.951911
1509698,V Resorts Mahua Vann Pench,Pench,21.43505,79.22508
1361338,Welcomheritage Jungle Home Pench,Pench,21.733213,79.354675
866434,Sea Shell Resort,Murud,18.333498,72.954572
710624,Hotel SVN Lake Palace,Vizianagaram,18.108477,83.400615
1509696,V Resorts Mahua Bagh Murud,Murud,18.370955,72.9169903
867308,Tuli Veer Bagh,Pench,21.636155,79.377476
866432,Sand Piper Resort,Murud,18.336761,72.956652
1349790,Hotel Vytla Residency,Vizianagaram,18.107916,83.397476
40001,The Oberoi Amarvilas,Agra,27.168012,78.049057
327804,Golden Swan Beach Resort,Murud,18.3317427603,72.9542564262
40002,Hotel Royale Residency,Agra,27.1580449,78.0570979
40003,The Taj Gateway Hotel,Agra,27.1627075,78.0269661
40010,Grand Hotel Agra,Agra,27.1580825,78.0003237
40005,Hotel Atithi,Agra,27.1607575,78.0323673
40007,Amar Yatri Niwas,Agra,27.1612144,78.0328215
40004,Mansingh Palace Agra,Agra,27.1612125,78.0330946
40011,Ranjit Hotel,Agra,27.1578078,77.9923453
40009,Hotel Pushp Villa,Agra,27.1604952,78.0578966
40301,Howard Plaza The Fern Agra,Agra,27.1629028,78.0344363
40008,"Trident, Agra",Agra,27.15944,78.060117
40013,Hotel Amar,Agra,27.1612718,78.0327083
41829,Usha Kiran Palace,Agra,27.1672583,78.0068816
41826,The Grand Imperial - Heritage Hotel,Agra,27.1732766,78.0070576
41828,Hotel Taj Plaza,Agra,27.1683824,78.0480445
41601,Hotel Yamuna View - Under Renovation,Agra,27.1612385,78.0128164
41600,Hotel Kant,Agra,27.1596074,78.0405792
42841,Hotel Chanakya,Agra,27.1557335,78.0323391
52719,Hotel Kamal,Agra,27.1691029,78.0405708
47598,Hotel East Lite,Agra,27.1960139,77.9959194
52717,Hotel Regency,Agra,27.1639698,78.0041233
42749,Hotel Ashish Palace,Agra,27.162639,78.0344851
52824,Hotel Sidhartha Agra,Agra,27.17215,78.0394044
44646,Jaypee Palace Hotel & Convention Centre,Agra,27.1538394,78.0711986
211101,Siris 18,Agra,27.156804,78.0482021
158988,Utkarsh Vilas,Agra,27.15772,78.0556027
308340,Hotel Ajay International Agra,Agra,27.183789,78.018271
308940,Hotel Jyoti Continental,Agra,27.1592962,78.0359799
309420,Hotel Kumar Grand Casa,Agra,27.1629028,78.0326233
211132,Hotel Bhoomi Residency,Agra,27.1593476,78.0514128
307920,Hotel Aditya Palace Agra,Agra,27.1694298,78.0053543
317338,Hotel Royal Plaza,Agra,27.1634563,78.0364445
309440,Hotel Crystal Inn,Agra,27.1617564,78.0563084
316517,Hotel Taj Inn,Agra,27.162048,78.0390466
312120,Hotel Taj Sapphire,Agra,27.1604202,78.0322593
318427,Hotel Panna Paradise,Agra,27.1579778,78.0495573
317219,Crystal Retreat,Agra,27.160973,78.031805
317902,Hotel Anand Villa,Agra,27.1601029,78.0574964
319145,Hotel Shree Residency,Agra,27.2094728,78.0055903
320733,Hotel Priya,Agra,27.1599901,78.0536506
328438,Sai Palace Agra,Agra,27.1685473,78.0409396
320194,Hotel Viren International,Agra,27.1665548,78.0124512
329928,Taj Resorts,Agra,27.159216,78.0444649
320151,Hotel Bhawna Palace,Agra,27.2104238,77.9828003
320193,Hotel Viren Residency,Agra,27.1601069,78.050429
319171,Hotel Alpine,Agra,27.158203,78.055734
320211,Hotel Viren Plaza,Agra,27.1669753,77.9995377
330179,Hotel Metro Agra,Agra,27.1988295,78.0035842
330402,Radisson Blu Hotel Taj East Gate Road Agra,Agra,27.162853,78.056172
330278,Hotel Raj Bed & Breakfast,Agra,27.1697664,78.039904
332055,Sai Home Stay,Agra,27.1567008,78.0332413
333639,Sun Hotel Agra,Agra,27.1682914,78.0175182
354120,Hotel Dasaprakash,Agra,27.1582903,78.0321765
334039,Tourist Rest House,Agra,27.1678768,78.0124113
332820,Hotel Daawat Palace,Agra,27.1664483,78.0352526
333358,King Park Avenue,Agra,27.1943214,78.0084932
331732,Orient Taj Hotel n Resorts,Agra,27.156184,78.063468
354408,Hotel Viren Sofitel,Agra,27.1668306,78.034586
334580,Treebo White Inn,Agra,27.164665,78.0519192
355241,Hotel Anant Plaza,Agra,27.15757,78.045405
379245,Mango Hotels - Agra,Agra,27.2207598,77.9285673
382078,Dolphin Inn,Agra,27.1620132,78.0570727
387713,Hotel Maniram Palace,Agra,27.1619401,78.033464
384375,Hotel 9 Star,Agra,27.1606658,78.0291431
385657,Hotel Gayatri Palace,Agra,27.157834,78.053162
385533,Aryan's Taj Resort,Agra,27.1711225,78.0413446
383656,Taj Prince,Agra,27.1591548,78.051031
707401,Ellora Guest House,Agra,27.1793268,78.0036483
387714,Hotel Aura Mumtaz Mahal,Agra,27.1697802,78.0398577
389132,Hotel Taj Galaxy,Agra,27.1597288,78.0537514
389289,Hotel The Taj Vilas,Agra,27.1580528,78.0567193
707538,"ITC Mughal, Agra",Agra,27.161102,78.044089
707546,Hotel Clarks Shiraz,Agra,27.158856,78.0250682
709514,Optimum Sheela Inn at Taj,Agra,27.1712995,78.0423491
708566,Hotel Grace,Agra,27.1554029,78.0340346
709661,Vikram Palace Hotel,Agra,27.2103094,77.9816034
709410,Hotel Sheela,Agra,27.1712995,78.0423491
709646,Ratandeep Hotel,Agra,27.1618915,27.1618915
709751,Hotel Prem Sagar,Agra,27.1580542,77.9934799
709515,Sakura Guest House,Agra,27.1720596,77.9951245
709763,Hotel Shyam Palace,Agra,27.1685953,78.0377209
709766,Hotel New Bakshi House,Agra,27.1648612,77.9820944
709829,Hotel Fame Castle Inn,Agra,27.1630663,78.0316768
709810,Hotel Rashmi,Agra,27.1680745,78.050592
709832,Hotel Ved,Agra,27.1667955,78.0123818
709834,Hotel Anjuman,Agra,27.2086768,78.0209004
709957,Hotel Ray Of Maya,Agra,27.1682337869,78.038218841
709830,Hotel Vanshika Palace,Agra,27.1584608,78.0063293
